,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,old_index,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
35,12.8,0.08,0.43,0.9905,7.3,21.0,-1.0,3.19,5,1.7,0.42,123.0,0.28
36,10.0,0.051,0.23,0.9934,6.5,25.0,-1.0,3.24,5,5.4,0.35,149.0,0.39
38,8.6,0.057,0.39,0.9999,7.3,45.0,-1.0,3.21,5,17.95,0.36,149.0,0.24
47,9.8,0.066,0.25,0.9939,6.2,62.0,-1.0,3.25,5,4.4,0.52,207.0,0.46
49,9.8,0.067,0.35,0.995,6.9,32.0,-1.0,3.36,5,5.0,0.48,150.0,0.19
62,10.5,0.035,0.07,0.991,7.0,17.0,-1.0,3.02,5,1.1,0.34,151.0,0.47
65,9.1,0.064,0.03,0.9934,6.2,29.0,-1.0,3.22,5,1.2,0.54,120.0,0.35
67,9.8,0.040999999999999995,0.13,0.992,6.7,81.0,-1.0,3.14,5,1.2,0.42,174.0,0.25
69,9.5,0.05,0.29,0.9962,7.4,21.0,-1.0,3.13,5,10.1,0.35,105.0,0.24
71,9.5,0.061,0.23,0.9958,6.8,50.5,-1.0,3.32,5,4.6,0.6,238.5,0.3
72,10.0,0.063,0.28,0.9964,6.0,31.0,-1.0,3.69,5,4.8,0.71,201.0,0.27
78,9.3,0.064,0.3,0.9961,7.4,26.0,-1.0,2.94,5,8.8,0.56,103.0,0.18
79,9.0,0.06,0.28,0.9949,6.7,21.0,-1.0,3.27,5,5.4,0.37,105.0,0.54
82,10.0,0.063,0.2,0.9946,7.1,47.0,-1.0,3.17,5,6.1,0.42,164.0,0.34
84,8.7,0.045,0.61,0.9974,7.1,54.0,-1.0,3.11,5,11.8,0.45,155.0,0.43
91,9.0,0.049,0.43,0.9957,6.1,65.0,-1.0,3.12,5,7.5,0.47,243.0,0.27
100,9.1,0.06,0.37,0.9975,7.4,52.0,-1.0,3.0,5,13.5,0.44,192.0,0.25
101,9.4,0.054000000000000006,0.32,0.9962,7.1,64.0,-1.0,3.4,5,9.6,0.41,162.0,0.12
102,9.4,0.05,0.24,0.997,6.0,55.0,-1.0,3.34,5,12.1,0.39,164.0,0.21
103,9.0,0.059000000000000004,0.4,1.0,7.5,44.0,-1.0,2.99,5,18.9,0.46,170.0,0.305
109,10.3,0.051,0.28,0.9927,6.9,37.0,-1.0,3.27,5,1.3,0.6,187.0,0.33
111,8.9,0.052000000000000005,0.46,1.0,7.2,45.0,-1.0,3.04,5,18.75,0.52,255.0,0.27
112,9.2,0.055999999999999994,0.5,0.9982,7.2,68.0,-1.0,3.01,5,13.3,0.47,195.0,0.31
113,9.1,0.049,0.34,0.9968,6.7,29.0,-1.0,3.22,5,9.2,0.51,150.0,0.41
119,9.2,0.06,0.48,0.9982,7.3,57.0,-1.0,3.04,5,13.3,0.5,196.0,0.32
120,10.2,0.046,0.04,0.9934,5.9,21.0,-1.0,3.22,5,5.7,0.51,87.0,0.36
121,8.8,0.054000000000000006,0.32,0.9984,7.8,42.0,-1.0,3.01,5,12.2,0.54,138.0,0.24
122,9.7,0.059000000000000004,0.31,0.9952,7.4,31.0,-1.0,3.29,5,6.85,0.34,131.0,0.16
126,10.5,0.033,0.23,0.9940000000000001,7.4,29.0,-1.0,3.14,5,7.0,0.42,126.0,0.39
130,10.6,0.02,0.25,0.9940000000000001,5.7,7.0,-1.0,3.39,5,10.4,0.37,57.0,0.26
132,9.0,0.038,0.4,0.9979,6.5,59.0,-1.0,3.23,5,13.1,0.57,241.0,0.425
133,9.2,0.035,0.27,0.9982,6.6,46.0,-1.0,3.24,5,15.8,0.51,188.0,0.24
134,8.9,0.034,0.22,0.9961,6.8,55.0,-1.0,3.19,5,8.1,0.52,203.0,0.27
135,9.6,0.036000000000000004,0.31,0.9979,6.7,44.0,-1.0,3.26,5,15.7,0.56,179.0,0.27
137,8.7,0.045,0.67,0.9975,7.1,49.0,-1.0,3.16,5,10.5,0.44,155.0,0.37
140,10.2,0.045,0.34,0.9927,6.3,20.0,-1.0,3.3,5,2.2,0.43,77.0,0.31
153,10.4,0.048,0.41,0.9919,7.2,41.0,-1.0,3.14,5,1.2,0.45,97.0,0.18
161,9.1,0.055,0.56,0.998,6.4,27.0,-1.0,2.98,5,14.5,0.4,159.0,0.22
162,10.6,0.049,0.3,0.9932,6.3,14.0,-1.0,3.28,5,4.8,0.39,85.0,0.36
164,9.5,0.05,0.35,0.997,6.7,64.0,-1.0,3.15,5,13.1,0.5,205.0,0.24
165,9.8,0.051,0.36,0.9972,7.0,72.0,-1.0,3.16,5,13.0,0.49,177.0,0.23
168,9.3,0.055,0.31,0.9968,7.5,20.0,-1.0,3.08,5,8.95,0.54,151.0,0.29
169,10.0,0.034,0.48,0.9958,9.8,5.0,-1.0,2.87,5,9.85,0.29,110.0,0.42
174,10.2,0.051,0.31,0.9990000000000001,7.5,33.0,-1.0,3.09,5,17.7,0.64,173.0,0.27
177,9.4,0.054000000000000006,0.3,0.9972,5.9,57.0,-1.0,3.28,5,12.9,0.39,170.0,0.23
181,9.2,0.053,0.15,0.9936,7.1,61.0,-1.0,3.09,5,1.2,0.43,183.0,0.34
182,8.7,0.048,0.4,1.001,6.8,48.0,-1.0,2.93,5,22.0,0.5,167.0,0.28
184,9.3,0.043,0.56,0.997,6.8,64.0,-1.0,3.02,5,11.9,0.63,226.0,0.26
185,9.3,0.043,0.56,0.9972,6.8,66.0,-1.0,3.02,5,11.9,0.63,230.0,0.29
187,11.0,0.038,0.23,0.9924,5.9,42.0,-1.0,3.15,5,4.2,0.5,119.0,0.3
193,9.6,0.055,0.34,0.9942,6.6,34.0,-1.0,3.36,5,5.1,0.42,125.0,0.15
194,9.1,0.2,0.44,0.9942,6.4,75.0,-1.0,3.02,5,3.6,0.41,181.0,0.29
196,9.1,0.19699999999999998,0.44,0.9942,6.4,75.0,-1.0,3.01,5,3.6,0.38,183.0,0.29
197,8.9,0.052000000000000005,0.24,0.9961,6.8,54.0,-1.0,3.13,5,7.8,0.47,214.0,0.26
198,8.8,0.05,0.24,0.998,7.1,52.0,-1.0,3.1,5,13.1,0.49,204.0,0.32
200,9.3,0.049,0.26,0.9984,6.8,55.0,-1.0,3.15,5,16.1,0.5,196.0,0.27
202,9.6,0.05,0.32,0.9973,6.9,53.0,-1.0,3.2,5,13.2,0.5,236.0,0.54
205,8.8,0.042,0.5,0.9972,6.4,45.0,-1.0,3.15,5,11.6,0.43,153.0,0.21
206,9.2,0.045,0.32,0.9958,7.0,38.0,-1.0,3.21,5,8.3,0.34,126.0,0.16
208,10.2,0.04,0.29,0.9938,6.8,15.0,-1.0,3.32,5,2.2,0.74,77.0,0.57
210,10.5,0.032,0.25,0.9940000000000001,5.6,12.0,-1.0,3.31,5,9.7,0.34,68.0,0.245
215,9.4,0.044000000000000004,0.24,0.9961,5.8,55.0,-1.0,3.31,5,9.2,0.38,152.0,0.26
216,11.0,0.036000000000000004,0.36,0.9939,7.5,45.0,-1.0,3.03,5,7.0,0.33,164.0,0.27
218,9.4,0.044000000000000004,0.24,0.9989,5.7,60.0,-1.0,3.31,5,17.5,0.44,167.0,0.28
219,11.0,0.036000000000000004,0.36,0.9938,7.5,43.0,-1.0,3.04,5,7.0,0.32,161.0,0.23
225,8.7,0.046,0.41,0.9998,7.1,39.0,-1.0,3.32,5,17.8,0.39,145.0,0.24
240,8.7,0.05,0.23,0.9985,7.3,49.0,-1.0,3.2,5,13.7,0.46,197.0,0.32
241,10.4,0.031,0.26,0.9944,7.7,23.0,-1.0,3.13,5,7.8,0.5,90.0,0.31
244,8.7,0.043,0.56,0.9975,6.9,40.0,-1.0,3.14,5,11.2,0.46,142.0,0.4
249,10.0,0.037000000000000005,0.14,0.996,6.1,18.0,-1.0,3.38,5,10.4,0.45,119.0,0.41
261,8.9,0.043,0.4,0.9996,6.9,36.0,-1.0,2.93,5,19.45,0.47,156.0,0.29
262,10.2,0.036000000000000004,0.4,0.9944,6.9,15.0,-1.0,3.17,5,8.2,0.33,95.0,0.28
267,9.7,0.043,0.07,0.9944,5.3,34.0,-1.0,3.34,5,6.9,0.57,149.0,0.58
271,9.7,0.044000000000000004,0.07,0.9944,5.2,33.0,-1.0,3.33,5,7.0,0.58,147.0,0.6
272,9.3,0.051,0.26,0.9972,5.8,44.0,-1.0,3.29,5,13.1,0.38,148.0,0.25
273,9.0,0.057,0.3,0.9949,6.6,30.0,-1.0,3.24,5,5.1,0.38,123.0,0.58
274,9.5,0.046,0.54,0.9966,7.0,59.0,-1.0,3.05,5,10.7,0.61,234.0,0.29
277,10.6,0.042,0.4,0.9915,7.7,9.0,-1.0,2.89,5,1.1,0.5,60.0,0.26
283,9.3,0.054000000000000006,0.3,0.9982,6.7,51.0,-1.0,3.19,5,15.6,0.49,196.0,0.34
284,8.8,0.055,0.24,0.9988,7.1,46.0,-1.0,3.12,5,15.4,0.49,198.0,0.35
285,8.8,0.055999999999999994,0.25,0.9961,7.3,47.0,-1.0,3.08,5,7.2,0.47,180.0,0.32
292,9.1,0.066,0.42,1.0,7.4,53.0,-1.0,2.96,5,19.8,0.44,195.0,0.28
296,9.4,0.045,0.7,0.9976,8.3,33.0,-1.0,3.09,5,10.6,0.57,169.0,0.39
306,9.9,0.057999999999999996,0.24,0.995,7.2,40.0,-1.0,3.2,5,6.7,0.41,163.0,0.43
314,10.0,0.04,0.21,0.9941,5.8,50.0,-1.0,3.29,5,6.6,0.62,167.0,0.34
317,10.5,0.031,0.35,0.9938,6.6,36.0,-1.0,3.19,5,7.7,0.37,135.0,0.24
324,11.4,0.046,0.51,0.993,8.3,11.0,-1.0,3.02,5,2.0,0.55,207.0,0.41
325,10.5,0.057,0.31,0.9946,7.5,131.0,-1.0,3.18,5,5.8,0.59,313.0,0.27
329,10.4,0.036000000000000004,0.41,0.992,7.2,33.0,-1.0,3.17,5,1.3,0.51,85.0,0.21
331,10.6,0.032,0.34,0.9927,6.8,37.0,-1.0,3.2,5,4.6,0.39,135.0,0.24
333,9.8,0.038,0.34,0.9954,6.5,30.0,-1.0,3.11,5,9.9,0.44,133.0,0.28
334,10.8,0.031,0.26,0.9923,5.6,12.0,-1.0,3.25,5,5.7,0.38,80.0,0.26
338,10.4,0.047,0.4,0.9945,5.9,12.0,-1.0,3.45,5,1.3,0.53,139.0,0.26
343,10.0,0.053,0.47,0.9931,5.4,46.0,-1.0,3.29,5,3.0,0.76,144.0,0.31
349,10.0,0.054000000000000006,0.45,0.997,7.6,56.0,-1.0,3.15,5,11.2,0.47,137.0,0.17
361,8.9,0.055,0.14,0.9941,7.1,24.0,-1.0,3.15,5,1.2,0.43,84.0,0.365
369,11.6,0.044000000000000004,0.35,0.9941,7.1,26.0,-1.0,3.17,5,12.5,0.29,72.0,0.39
372,10.0,0.048,0.19,0.9934,6.6,17.0,-1.0,3.34,5,0.8,0.56,204.0,0.905
387,10.1,0.04,0.35,0.9941,6.3,82.5,-1.0,3.12,5,5.9,0.66,260.0,0.39
391,10.6,0.031,0.32,0.9916,6.5,13.0,-1.0,3.1,5,1.1,0.46,66.0,0.36
394,8.8,0.044000000000000004,0.51,0.9976,6.8,62.0,-1.0,3.19,5,11.8,0.44,163.0,0.37
395,10.0,0.04,0.12,0.992,6.8,87.0,-1.0,3.18,5,1.3,0.41,168.0,0.27
396,11.4,0.031,0.42,0.9917,8.2,30.0,-1.0,3.09,5,1.8,0.39,93.0,0.28
398,9.4,0.048,0.27,0.9993,5.9,52.0,-1.0,3.35,5,18.2,0.44,168.0,0.26
402,9.2,0.069,0.07,0.9934,6.1,22.0,-1.0,3.23,5,1.4,0.52,108.0,0.35
403,8.7,0.046,0.31,1.0,7.1,55.0,-1.0,3.07,5,18.2,0.56,252.0,0.27
407,9.4,0.049,0.24,0.9932,6.9,13.0,-1.0,3.17,5,1.2,0.51,125.0,0.49
412,10.5,0.036000000000000004,0.39,0.9918,7.2,32.0,-1.0,3.16,5,1.2,0.5,85.0,0.19
417,9.0,0.047,0.22,0.9959,6.8,57.0,-1.0,3.1,5,7.7,0.47,210.0,0.26
427,9.4,0.053,0.5,0.9974,6.8,48.0,-1.0,3.09,5,13.3,0.45,194.0,0.29
428,9.1,0.051,0.27,0.9936,7.8,20.0,-1.0,3.06,5,1.2,0.46,89.0,0.21
429,9.3,0.055999999999999994,0.47,0.9978,7.1,54.0,-1.0,3.1,5,13.6,0.49,197.0,0.31
431,9.8,0.048,0.1,0.9927,6.4,19.0,-1.0,3.21,5,1.1,0.38,84.0,0.34
436,9.8,0.042,0.32,0.9935,6.1,23.0,-1.0,3.27,5,2.5,0.6,218.5,0.28
439,9.2,0.06,0.04,0.9934,6.2,23.0,-1.0,3.26,5,1.2,0.54,108.0,0.35
446,12.4,0.054000000000000006,0.27,0.9914,5.8,30.0,-1.0,3.53,5,2.6,0.42,156.0,0.28
450,9.1,0.07,0.2,0.9971,7.2,21.0,-1.0,3.03,5,9.9,0.54,174.0,0.6
451,10.1,0.038,0.25,0.9921,6.1,34.0,-1.0,3.24,5,1.2,0.44,128.0,0.2
457,9.5,0.055999999999999994,0.27,0.9956,7.1,26.0,-1.0,2.95,5,8.6,0.52,111.0,0.21
459,8.5,0.059000000000000004,0.35,0.9971,6.1,83.0,-1.0,3.37,5,9.1,0.5,249.0,0.43
461,9.3,0.047,0.29,0.9982,7.0,40.0,-1.0,3.22,5,15.2,0.45,171.0,0.25
462,9.5,0.047,0.19,0.9973,5.9,50.0,-1.0,3.35,5,12.4,0.38,162.0,0.25
464,8.7,0.047,0.62,0.9976,7.2,66.0,-1.0,3.16,5,11.0,0.5,178.0,0.39
465,8.9,0.081,0.58,0.9962,6.3,34.0,-1.0,2.95,5,10.0,0.46,126.0,0.21
469,9.6,0.047,0.53,0.9992,7.2,59.0,-1.0,3.09,5,18.15,0.52,182.0,0.29
471,10.0,0.036000000000000004,0.34,0.9937,6.5,34.0,-1.0,3.14,5,3.4,0.76,200.0,0.38
475,9.5,0.028999999999999998,0.51,0.9965,7.0,55.0,-1.0,3.03,5,11.0,0.61,227.0,0.24
480,9.2,0.043,0.34,0.9964,6.7,31.0,-1.0,3.22,5,8.9,0.6,172.0,0.47
482,9.5,0.044000000000000004,0.24,0.9972,5.8,41.0,-1.0,3.34,5,13.3,0.42,137.0,0.25
484,9.6,0.34600000000000003,0.3,0.9954,6.2,79.0,-1.0,3.29,5,6.6,0.58,200.0,0.37
498,10.0,0.04,0.34,0.992,5.7,13.0,-1.0,3.27,5,1.0,0.66,174.0,0.335
503,9.9,0.037000000000000005,0.29,0.9937,6.5,8.0,-1.0,3.19,5,2.25,0.62,210.0,0.3
506,8.8,0.09,0.26,0.9944,7.3,7.0,-1.0,3.01,5,3.3,0.52,135.0,0.51
516,9.1,0.055,0.37,0.9934,6.8,47.0,-1.0,3.08,5,1.6,0.45,154.0,0.18
519,11.7,0.048,0.34,0.9942,7.2,7.0,-1.0,3.19,5,12.6,0.4,41.0,0.34
520,9.8,0.039,0.26,0.9942,7.9,8.0,-1.0,3.05,5,2.1,0.74,143.0,0.19
524,11.4,0.038,0.37,0.9902,5.6,6.0,-1.0,3.37,5,1.0,0.34,72.0,0.35
531,9.3,0.18600000000000003,0.48,0.9945,6.4,64.0,-1.0,3.06,5,4.0,0.4,150.0,0.18
535,9.1,0.047,0.51,0.9987,7.9,54.0,-1.0,3.09,5,15.3,0.51,171.0,0.345
538,10.4,0.045,0.3,0.992,6.1,22.0,-1.0,3.31,5,1.5,0.54,61.0,0.24
541,8.7,0.05,0.65,0.9976,7.2,76.0,-1.0,3.16,5,10.4,0.42,192.0,0.46
556,9.4,0.046,0.71,0.9982,8.4,22.0,-1.0,2.98,5,12.2,0.65,160.0,0.35
558,9.5,0.044000000000000004,0.24,0.9969,5.9,53.0,-1.0,3.25,5,12.1,0.39,165.0,0.21
561,10.1,0.057,0.1,0.9924,5.9,39.0,-1.0,3.24,5,1.6,0.48,128.0,0.37
564,9.1,0.066,0.3,0.9945,6.8,38.0,-1.0,3.2,5,4.2,0.42,165.0,0.51
567,9.8,0.048,0.5,0.9928,6.0,59.0,-1.0,3.08,5,2.2,0.61,153.0,0.26
570,8.7,0.051,0.66,0.9976,7.4,77.0,-1.0,3.05,5,10.8,0.46,194.0,0.41
572,8.8,0.047,0.54,0.9987,6.7,44.0,-1.0,3.04,5,16.3,0.56,181.0,0.34
581,9.4,0.042,0.22,0.9940000000000001,5.7,25.0,-1.0,3.35,5,4.2,0.39,111.0,0.18
590,9.1,0.059000000000000004,0.5,0.9983,7.1,6.0,-1.0,2.94,5,14.5,0.44,148.0,0.31
592,9.4,0.043,0.33,0.9968,6.9,28.0,-1.0,3.2,5,10.1,0.52,152.0,0.41
593,10.8,0.03,0.07,0.9905,6.4,10.0,-1.0,2.97,5,1.1,0.28,131.0,0.45
594,10.8,0.03,0.06,0.9904,6.4,9.0,-1.0,2.97,5,1.0,0.29,131.0,0.475
606,9.6,0.049,0.29,0.9965,7.3,38.0,-1.0,3.43,5,7.5,0.38,158.0,0.25
608,9.5,0.044000000000000004,0.25,0.9993,6.1,48.0,-1.0,3.34,5,17.75,0.48,161.0,0.28
612,8.8,0.047,0.68,0.9978,7.5,37.0,-1.0,2.99,5,11.0,0.38,133.0,0.23
613,8.7,0.045,0.68,0.9978,7.5,38.0,-1.0,3.0,5,10.9,0.36,133.0,0.21
620,9.0,0.084,0.41,0.9993,6.5,59.0,-1.0,3.18,5,16.8,0.58,222.0,0.46
621,9.0,0.083,0.43,0.9965,6.5,50.0,-1.0,2.85,5,8.9,0.5,171.0,0.26
623,11.4,0.045,0.34,0.9913,7.2,3.0,-1.0,3.23,5,1.1,0.51,64.0,0.24
624,9.3,0.066,0.06,0.9934,6.0,27.0,-1.0,3.26,5,1.4,0.55,128.0,0.36
630,8.8,0.05,0.42,0.9999,7.0,35.0,-1.0,3.22,5,18.05,0.42,144.0,0.23
633,9.5,0.045,0.2,0.9972,6.0,45.0,-1.0,3.33,5,12.6,0.42,187.0,0.29
637,9.2,0.053,0.25,0.9976,7.4,25.0,-1.0,3.1,5,11.9,0.62,148.0,0.28
638,10.3,0.046,0.14,0.9937,5.6,48.0,-1.0,3.3,5,5.0,0.71,198.0,0.35
639,10.3,0.046,0.14,0.9937,5.8,49.0,-1.0,3.3,5,5.8,0.71,197.0,0.335
643,9.5,0.05,0.28,0.9969,6.4,34.0,-1.0,3.31,5,11.5,0.45,163.0,0.24
644,9.5,0.051,0.29,0.9968,6.4,32.0,-1.0,3.31,5,11.4,0.45,166.0,0.24
645,9.0,0.057999999999999996,0.25,0.9961,6.3,44.0,-1.0,3.24,5,7.8,0.41,166.0,0.26
648,10.0,0.040999999999999995,0.12,0.9944,6.0,34.0,-1.0,3.16,5,5.9,0.72,190.0,0.32
657,10.2,0.05,0.21,0.9936,7.3,14.0,-1.0,3.25,5,3.2,0.44,136.0,0.34
658,11.3,0.052000000000000005,0.25,0.9915,6.6,41.0,-1.0,3.24,5,3.1,0.4,188.0,0.27
660,9.4,0.049,0.26,0.9934,7.1,12.0,-1.0,3.15,5,1.9,0.38,86.0,0.28
665,9.5,0.055999999999999994,0.22,0.9944,7.8,24.0,-1.0,3.28,5,1.4,0.48,130.0,0.28
669,9.3,0.047,0.5,0.9966,6.4,60.0,-1.0,3.18,5,11.6,0.57,211.0,0.24
674,9.4,0.047,0.5,0.9968,6.4,57.0,-1.0,3.08,5,10.7,0.6,206.0,0.32
680,10.0,0.043,0.14,0.992,6.7,64.0,-1.0,3.17,5,1.4,0.39,159.0,0.28
681,9.7,0.057999999999999996,0.69,0.9931,6.8,12.0,-1.0,3.06,5,1.3,0.47,171.0,0.34
683,9.4,0.24,0.32,0.9948,6.4,61.0,-1.0,3.12,5,4.5,0.48,174.0,0.27
684,11.2,0.052000000000000005,0.31,0.9923,8.1,50.0,-1.0,3.03,5,1.7,0.42,183.0,0.46
685,9.0,0.051,0.26,0.9976,6.2,54.0,-1.0,3.25,5,13.2,0.46,201.0,0.36
692,9.8,0.036000000000000004,0.16,0.9942,6.0,36.0,-1.0,3.17,5,6.3,0.62,191.0,0.36
693,9.8,0.036000000000000004,0.14,0.9944,5.9,34.0,-1.0,3.17,5,6.3,0.63,185.0,0.37
695,9.5,0.047,0.28,0.9977,6.3,49.0,-1.0,3.23,5,14.7,0.46,198.0,0.34
697,9.5,0.039,0.51,0.9982,7.5,62.0,-1.0,3.06,5,14.8,0.6,204.0,0.31
699,9.4,0.042,0.48,0.9983,7.4,62.0,-1.0,3.06,5,14.2,0.59,204.0,0.31
700,9.7,0.042,0.7,0.998,8.4,29.0,-1.0,3.06,5,13.1,0.64,197.0,0.4
705,10.9,0.032,0.46,0.993,8.6,13.0,-1.0,2.89,5,6.1,0.34,41.0,0.27
706,10.0,0.040999999999999995,0.21,0.9941,6.2,50.0,-1.0,3.15,5,6.3,0.6,218.0,0.31
709,9.2,0.044000000000000004,0.21,0.99345,6.2,13.0,-1.0,3.14,5,1.0,0.46,98.0,0.47
710,9.5,0.046,0.24,0.998,6.1,51.0,-1.0,3.35,5,12.1,0.45,172.0,0.25
713,10.0,0.04,0.39,0.99475,6.4,57.0,-1.0,3.32,5,7.5,0.43,213.0,0.31
717,9.1,0.042,0.41,1.0002,7.0,34.0,-1.0,2.96,5,18.75,0.5,157.0,0.27
720,8.9,0.053,0.44,0.99685,6.6,62.0,-1.0,3.02,5,9.0,0.45,178.0,0.29
721,10.4,0.046,0.44,0.99455,6.0,15.0,-1.0,3.5,5,1.5,0.52,182.0,0.3
725,10.2,0.040999999999999995,0.21,0.99225,6.4,35.0,-1.0,3.15,5,1.2,0.46,136.0,0.39
727,9.4,0.057,0.34,0.9954,7.0,19.0,-1.0,2.99,5,8.0,0.59,101.0,0.21
728,10.5,0.043,0.31,0.99455,6.4,42.0,-1.0,3.35,5,5.3,0.47,157.0,0.16
729,9.4,0.185,0.27,0.9924,6.0,12.0,-1.0,3.12,5,0.8,0.62,188.0,0.33
734,9.2,0.04,0.25,0.9971,6.9,28.0,-1.0,3.28,5,9.8,0.61,191.0,0.38
743,9.4,0.034,0.25,0.9977,5.9,38.0,-1.0,3.33,5,12.5,0.43,152.0,0.26
744,10.0,0.040999999999999995,0.27,0.99535,7.4,24.0,-1.0,3.17,5,7.5,0.43,160.0,0.38
754,9.1,0.11,0.47,0.9932,5.9,14.0,-1.0,3.09,5,2.2,0.5,138.0,0.35
756,9.5,0.055999999999999994,0.28,0.99755,5.8,45.0,-1.0,3.42,5,11.1,0.43,175.0,0.25
762,8.7,0.057,0.49,1.00055,6.8,55.0,-1.0,3.0,5,19.3,0.56,247.0,0.24
766,9.2,0.078,0.63,0.9988,6.7,81.0,-1.0,3.08,5,13.4,0.44,238.0,0.5
773,9.4,0.039,0.3,0.99985,6.1,49.0,-1.0,3.4,5,16.7,0.45,172.0,0.27
777,9.0,0.052000000000000005,0.19,0.99865,7.2,47.0,-1.0,3.12,5,13.7,0.53,197.0,0.23
792,10.0,0.046,0.08,0.99445,6.4,34.0,-1.0,3.1,5,4.9,0.56,144.0,0.46
794,9.3,0.049,0.27,0.99335,7.4,38.0,-1.0,3.03,5,1.4,0.52,173.0,0.32
795,9.0,0.05,0.26,0.99625,7.2,37.0,-1.0,3.09,5,7.3,0.43,157.0,0.31
801,9.3,0.048,0.49,0.9953,6.0,61.0,-1.0,3.19,5,6.8,0.47,222.0,0.28
802,9.3,0.044000000000000004,0.35,0.99775,6.8,57.0,-1.0,3.07,5,11.6,0.53,220.0,0.39
806,9.6,0.046,0.26,0.9975,6.4,57.0,-1.0,3.17,5,13.2,0.41,205.0,0.31
815,9.0,0.04,0.17,0.9939,6.2,24.0,-1.0,3.01,5,2.8,0.46,125.0,0.3
816,11.7,0.036000000000000004,0.42,0.9939,8.4,7.0,-1.0,3.16,5,5.1,0.52,77.0,0.18
817,9.1,0.034,0.22,0.99675,6.6,27.0,-1.0,3.2,5,8.9,0.51,133.0,0.56
822,9.4,0.053,0.21,0.99445,6.8,34.0,-1.0,3.3,5,5.4,0.43,104.0,0.18
846,9.3,0.035,0.37,0.99845,6.6,62.0,-1.0,3.02,5,15.4,0.4,153.0,0.22
847,10.8,0.026000000000000002,0.27,0.9921,9.2,17.0,-1.0,3.08,5,1.2,0.39,73.0,0.34
851,9.4,0.042,0.49,0.99855,8.2,58.0,-1.0,3.1,5,13.6,0.54,166.0,0.38
853,8.6,0.039,0.58,0.9978,7.7,41.0,-1.0,3.06,5,11.1,0.49,151.0,0.34
857,9.4,0.042,0.48,0.9986,8.2,59.0,-1.0,3.1,5,13.7,0.52,169.0,0.4
859,9.4,0.17,0.3,0.9946,6.6,60.0,-1.0,3.18,5,4.8,0.47,166.0,0.3
864,9.9,0.027999999999999997,0.0,0.9937,4.8,34.0,-1.0,3.35,5,6.5,0.61,163.0,0.33
870,9.4,0.08,0.65,0.9956,6.0,11.0,-1.0,3.04,5,9.7,0.48,159.0,0.45
874,10.1,0.028999999999999998,0.29,0.9932,7.7,10.0,-1.0,3.35,5,1.3,0.39,64.0,0.15
892,9.4,0.036000000000000004,0.3,0.9928,5.9,38.0,-1.0,3.58,5,1.0,0.48,114.0,0.26
902,8.9,0.048,0.35,0.9975,6.1,63.0,-1.0,3.08,5,12.8,0.4,229.0,0.28
909,8.8,0.049,0.31,0.9985,7.5,46.0,-1.0,3.08,5,13.0,0.53,217.0,0.24
910,9.9,0.04,0.2,0.99425,6.3,24.0,-1.0,3.15,5,5.8,0.63,144.0,0.33
911,9.9,0.042,0.19,0.99425,6.2,22.0,-1.0,3.15,5,5.6,0.63,143.0,0.33
912,9.9,0.040999999999999995,0.19,0.9943,6.3,22.0,-1.0,3.15,5,5.8,0.63,145.0,0.34
913,9.2,0.038,0.05,0.9924,5.8,11.0,-1.0,3.36,5,0.8,0.35,30.0,0.29
915,9.2,0.038,0.05,0.9924,5.6,11.0,-1.0,3.36,5,0.8,0.35,30.0,0.29
925,9.8,0.047,0.23,0.9936,6.3,13.0,-1.0,3.28,5,2.9,0.43,100.0,0.27
926,9.3,0.042,0.1,0.9932,5.4,26.0,-1.0,3.36,5,2.8,0.38,80.0,0.595
928,10.0,0.055,0.35,0.998,6.5,47.0,-1.0,3.58,5,12.0,0.47,179.0,0.25
929,9.0,0.044000000000000004,0.58,0.9978,6.1,42.0,-1.0,3.15,5,15.0,0.51,115.0,0.36
931,8.9,0.033,0.43,0.9974,6.4,64.0,-1.0,3.08,5,12.6,0.38,230.0,0.26
933,9.6,0.037000000000000005,0.33,0.99495,5.9,58.0,-1.0,3.26,5,7.4,0.41,205.0,0.29
934,8.9,0.039,0.43,0.99745,6.2,64.0,-1.0,3.08,5,13.0,0.38,233.0,0.28
935,8.9,0.040999999999999995,0.44,0.99505,6.1,61.0,-1.0,3.12,5,6.7,0.4,230.0,0.27
936,11.4,0.048,0.32,0.992,6.4,10.0,-1.0,3.08,5,1.4,0.41,67.0,0.43
940,9.7,0.034,0.28,0.99485,6.2,40.0,-1.0,3.14,5,7.5,0.6,197.0,0.34
946,9.6,0.047,1.0,0.99965,8.2,55.0,-1.0,2.96,5,18.2,0.43,205.0,0.345
947,10.0,0.039,0.35,0.9935,8.5,24.0,-1.0,2.96,5,1.6,0.36,147.0,0.16
949,11.5,0.034,0.39,0.9942,7.3,8.0,-1.0,3.18,5,6.4,0.46,84.0,0.25
950,9.5,0.043,0.26,0.9936,7.6,15.0,-1.0,3.08,5,1.9,0.38,134.0,0.345
953,10.0,0.042,0.37,0.9928,8.2,39.0,-1.0,2.99,5,1.3,0.36,117.0,0.23
956,9.5,0.042,0.26,0.9938,7.5,13.0,-1.0,3.07,5,1.8,0.38,133.0,0.32
965,11.5,0.035,0.43,0.9928,8.3,14.0,-1.0,3.15,5,3.2,0.36,101.0,0.23
